Sno,Random Ingredients,title,ingredients,instructions
83741,"orange juice concentrate,veal stock,baby spinach,pork,chili",Tortell Romana (Pork Roulades)," 1 kg pork, with skin | 1 liter veal stock | 200 g frozen orange juice concentrate | 4 bunches baby spinach | 1 chopped chili ","Slice your pork into strips about a centimeter or 2 inches long. The easiest and easiest way to do this is to just slice into the skin lengthways. Place all ingredients in a large pot and add enough water to just cover the meat. Let simmer for about an hour, making sure it becomes tender and the water is getting reduced. The more water i take the water out of the meat the milder it will be. If you take the meat out of the liquid, strain it to get rid of all the sticky bits. This is one of those recipes that can easily go on to a boil or your meal. Cook for around 1 1/2 hours. This is usually when the meat is cooked for about an hour after it is removed and a bit of fat has solidified to the meat. The meat can also be cooked over a medium heat for about an hour before it is ready and then serve on toasted italian bread. Note, you may also do this with beef or any type of meat in the process. I've even cooked this in pressure cooker or even a traditional pot, although you may make it without that or cook it in a pressure cooker before its cooking time. This method will also allow you to cook this in the pressure cooker. So, if you are using something other than ground meats, don't use this method."
83742,"white rice,garam masala powder,apple juice,red chili powder",Tarda's Apple Rice, 1 cup uncooked white rice or 1 cup brown rice | 1 teaspoon garam masala powder | 2 apple lumps ( optional ) | 1 -3 teaspoon red chili powder | 2 -3 tablespoons apple juice ,"Put in a large pot or casserole, cover with water and bring to a boil. Once boiling, reduce heat to medium low and continue to cook on low until all the water has been absorbed. When all water is absorbed, remove from heat and let sit for 10 minutes. After 20 minutes, fluff rice with a fork or spoon. When well fluffed, add remaining dry ingredients and mix well. Serve hot."
83743,"white vinegar,chili powder,white pepper,liquid honey,white wine","Homemade Sausages, for the grill!", 500 -600 g white meatballs ( sausage ) | 1 tablespoon pure white vinegar | 1 tablespoon white wine | 1 tablespoon liquid honey | ground white pepper ,"Put the meatballs and mix together. Add white wine and vinegar. If the mixture is watery, add in more white wine, honey, and pepper. Make sure the mixture coats all of the meatball. Let the mixture rest for a few hours or overnight. Cook on the grill, brushing with a mixture of vinegar and sugar. These are not good as they don't necessarily need to be turned constantly."
83744,"pork,bean sprout,icing sugar",Cantonese Pork Baked Beans Sprouts," 500 g boneless lean pork, cubed | 350 g bean sprouts | icing sugar ","Preheat oven to 150c. Line a shallow ovenproof dish with baking parchment. Wipe the pork out in a clean dish with your fingers and rub the pork with salt and pepper. Place the bean sprouts on a baking tray and bake for 30 minutes, until soft. Pour the pork and seasoning into the prepared baking dish and stir until well coated. Bake for 3 or 4 mins until the pork is cooked and crisp. Remove from the oven and stir."
83745,"kosher salt,cream chicken soup,red wine vinegar,cilantro",Hot Sour Cream and Cilantro Soup With Onion (Chamoura, 2 cans cream of chicken soup | 1/2 cup red wine vinegar ( not seasoned ) | kosher salt | 1 bunch fresh cilantro ( or 1-2 t. dried cilantro ) ,"Mix all ingredients together in medium stock pot. Bring to a low boil and cook for 30 minutes. Taste soup and adjust seasonings, if necessary. Serve warm topped with grated cheese."
83746,"ice water,semolina,jalapeno,canadian bacon",Baked Semolina With Canadian Bacon," 1 tablespoon canadian bacon, finely diced | 2/3 cup semolina ( not wholemeal ) | 2 -3 tablespoons boiling water | 1 jalapeno | ice water ","Place the jalapeno in a miniature casserole dish that has a tight lid that fits snugly close to the casserole dish. Drizzle around with about 1 - 2 tablespoons of canadian bacon grease. Place over medium high heat, stirring frequently. Add salt, stirring frequently until it's nicely browned on the bottom. Watch out for burning."
83747,"romaine lettuce heart,chocolate,lettuce,caraway seed,red chili pepper,black bean,strawberry",Spicy Mexican Flag Salad," 0.5 container strawberries ( can sub purple kiwi, drained ) | 8 fresh strawberries ( can sub purple kiwi, drained ) | 1 carrot ( can sub 2 small peeled, thin sliced carrots ) | 0.5 can black beans, drained and rinsed ( can sub pinto beans ) | 1 tablespoon caraway seed ( optional ) | 1/4 cup shredded lettuce | 1/2 cup shredded romaine lettuce hearts ",Mix together the first five ingredients in a large serving bowl. Toss with a small amount of vegetable oil to prevent a skin from forming. Top the salad with the romaine and garnish with extra berries. Makes 4 servings.
83748,"quark,mushroom,napa cabbage,oregano,arbol chile,tofu",Spicy Cheese Tofu," 20 ounces firm tofu, drained and cut into 16 pieces | 12 ounces mushrooms, chopped | 1/2 cup quark | 1/2 cup arbol chili pepper, chopped | 1/2 tablespoon oregano | 8 napa cabbage, sliced ","Place the tofu and mushrooms in a 9x13 inch casserole dish. Mix quark, chilies, oregano, and chile pepper together and sprinkle over tofu and mushrooms. Bake at 350°f for 40 minutes."
83749,"garlic powder,green chile,celery rib,coriander,tomato sauce,iceberg lettuce,cardamom pod,oxtail",Coco’s Oxtail Tacos," 1/2 gallon iceberg lettuce ( frozen can be substituted ) | 2 lbs oxtails | 2 cans tomato sauce | 1 green chile | 2 teaspoons cardamom pods, capsules | 2 teaspoons garlic powder | 2 teaspoons coriander | 2 teaspoons celery ribs, minced ","Cook oxtail by first bringing water to boil. After a few minutes add the oxtail and salt and continue to boil. Cook until the shells are half done. Once oxtail is fully cooked, drain water, then place in colander. Allow to drain while you prepare taco and other toppings. While oxtail is draining, cook green chilies till they turn dark red or a bit brown. Immediately place the entire contents of the can of tomato sauce in a saucepan and bring to boil. Stir in green chili, cardamon, garlic powder, coriander and celery. Slice oxtail and serve in taco shells."
83750,"gorgonzola,cranberry sauce,chickpea,orange zest,chicken thigh,ice water,mango,egg yolk",Cranberry-Gorgonzola Chicken," 1 cup ice water | 2 cups sweetened goat cheese | 1 cup frozen cranberry sauce, thawed | 1 egg yolk | 2 tablespoons grated orange zest | 1 teaspoon grated mango | 1 can chickpeas, rinsed and drained | 1 lb boneless skinless chicken thighs ","In a small saucepan, combine the water and half of the cheese. Simmer over low heat 5 minutes, mashing the cubes with a spoon. Add cranberry sauce, 1 egg yolk, orange zest, mango and chickpeas."
83751,"butter,italian salad dressing mix,phyllo dough,caraway seed,swiss cheese,chicken stock bouillon",Easy Cheesy Swiss-Cheese-Caraway Baklava," 2 packages phyllo dough | 7 ounces swiss cheese, shredded | 1 -2 cup unsalted butter, melted | 1 -2 teaspoon caraway seed ( optional ) | 1 package dry italian salad dressing mix | 1 teaspoon crushed chicken bouillon ","Preheat oven to 375ºf. Thaw phyllo dough according to package directions. Place 1 sheet of phyllo dough in a 13x9 inch baking pan. Brush each sheet liberally with butter or margarine. On top, then top with about 2 tablespoons swiss cheese. Repeat this method until all ingredients are used up. Sprinkle with remaining swiss cheese in strips across the cheese and top with remaining phyllo phyllo dough. Cut a few slits into the sheet to prevent bubbling. Sprinkle top dough with remaining 1 to 2 teaspoons of caraway seeds, if desired. Bake in preheated oven for 25 - 30 minutes, until golden brown."
83752,"root beer,dill weed,pumpkin puree,panko breadcrumb",Russian Pumpkin Dip," 8 ounces root beer ( such as corona ) | 1 cup panko breadcrumbs | 1/2 - 1 teaspoon dried dill weed, and additional or other desired spices ( see description below ) | 2 cans pumpkin puree ( not pumpkin pie filling ) ","In a dutch oven or deep skillet set over medium high heat, mix all ingredients until well combined. Cook, stirring occasionally, until mixture thickens slightly and begins to brown, about 1 - ½ to 2 hours. Keep warm until ready to use. If you are using ice cream, allow to thaw in refrigerator about 5 to 10 minutes. Enjoy immediately. Note, the mixture can be made ahead to this point and frozen for later use, but be sure it is completely defrosted in the refrigerator before using."
83753,"grain dijon mustard,purpose flour,enchilada sauce,dark beer",Beer Mustard Chili," 2 1/2 cups dark beer, such as modelo negro | 4 cups all-purpose flour | 1 tablespoon deluxe deluxe dijon mustard ( see directions ) | 1 can enchilada sauce, such as enchilada verde ","Heat the beer in a large, wide saucepan. Meanwhile, combine the flour and dijon in a large bowl. Gradually stir in enough beer to the paste form a stiff dough. Turn the dough out onto a floured surface and knead until smooth, about 45 seconds. Lightly oil your rolling pin and turn the dough onto the oiled surface. Gently flatten to form a disk, about 1/2 inch thick. Slide the dough onto the hot surface about 30 seconds a side. Use a round bladed knife to cut a few slits in the dough. Cook the chili on the hot griddle for 3 to 5 minutes a side or until puffed and golden. Remove from the griddle, spread the enchilada sauce on and sprinkle the chili with cheese. Note, if you like really spicy chili sauces with cheese, you can substitute one of the following for the dill."
83754,"vegetable broth,allspice,parsnip,chunky peanut butter",Peanut Butter Parsnips," 2 large parsnips, peeled and cut into 1/2 inch slices | 1/4 cup chunky peanut butter ( low-fat or fat free ) | 1/2 teaspoon ground allspice | 1 1/2 cups vegetable broth ","Coat medium size saucepan with cooking spray, and bring to a boil over medium heat. Add parsnips."
83755,"feta cheese,beef chuck steak,hoisin sauce,onion",Beef Feta," 2 lbs boneless beef chuck steaks ( about 1-1/2 pounds ) | 2 cloves garlic, minced | 1 large onion, sliced thinly | 2 quarts hoisin sauce ","Cut beef into slices about 1/4 inch thick and 1/2 inch wide. Place in a large dish and put in enough boiling water to cover. Turn heat to low and let simmer for 3 hours. Drain, reserving 1 cup broth. Skim fat from beef juices, if any."
83756,"home brown rice milk,pie shell,lard,red chili powder,pea carrot,basmati rice",Mexican Rice Pie," 1 box home baked brown rice | 2 cups basmati rice, washed and washed | 3 tablespoons oil or 3 tablespoons lard | 2 tablespoons red chili powder | 2 cups frozen peas and carrots, thawed | 1 unbaked pie shells, partially baked ","Preheat oven to 400 degrees f. Prepare the rice according to package directions. Let sit to cool slightly before adding salt. Prepare the peas and carrots in a large bowl, toss with a little of the oil to coat. Heat the remaining oil and chili powder in a skillet over medium heat. Add the peas and carrots to the skillet and saute until the carrots are crisp, about 2 minutes. Drain on paper towels. Stir the brown rice into the skillet. Sprinkle the bottom of the bottom of the pie shell with half the rice. Scatter the meat mixture over the uncooked rice. Spread the leftover brown rice evenly over the meat mixture. Top with peas and carrots. Top with remaining rice. Spread the butter over top. Bake until crust is golden brown and the filling is hot, 30 to 35 minutes. Serve immediately."
83757,"yogurt,asparagus spear,bay leaf,lemonade,fenugreek leaf,lettuce leaf",Lettuce Leaf and Asparagus Salad With Lemonade," 1 lb asparagus spear, fresh and young | 1 carton plain yogurt | 1 lemonade ( use 2-6 tbsp with ice ) | 1 teaspoon fresh fenugreek leaves ( or 1/2 tsp. dry fenugreek leaves ) | 1 bay leaf | lettuce leaf ( as a garnish ) ","Rinse asparagus and snap off woody ends. Slice tips and set aside. Cook asparagus tips on low heat in boiling water with lemonade and bay leaf until the asparagus is tender crisp. Place asparagus in a bowl. Add 1 tbsp yogurt and mix. Spoon some of the lemonade over the asparagus and serve, garnished with fenugreek leaves and a bay leaf. If you do not have lemonade, this will also serve as a lovely dipping sauce."
83758,"tomato ketchup,red cabbage",Red Cabbage and Tomato (Stir Fry)," 2 medium red cabbage | 1 cup tomato ketchup, heinz ketchup or heinz ketchup ","Separate the leaves of the cabbage and then cut down along the length. Take a wok and pour in the ketchup. Heat and then add the sliced cabbage slices. If they are not crisp yet, they can be squeezed in the air while frying. Serve hot."
