Sno,Random Ingredients,title,ingredients,instructions
44085,"cherry,no boil lasagna noodle,vegetable stock,vodka,grape leaf,heavy whipping cream",Danish Cherry Soup With No-Boil Noodles," 1 quart vegetable stock, heated ( or a good flavored broth ) | 12 grape leaves, washed in a little salted water | 1 ounce vodka ( optional or to taste ) | 1 lb fresh cherry, quartered | no-boil lasagna noodles | 1 1/2 cups heavy whipping cream ","In a large pot, bring vegetable stock to a simmer and put in the grape leaves. Stir and simmer for 3 minutes. Strain the soup and add vodka, if using. Set aside. Meanwhile, bring a large pot of water to a rolling boil. Add no boil lasagna noodles and cook for about 10 seconds. Drain noodles well and rinse with cold water. Drain well again. Place back on the stove and add enough cream just to cover noodles. Heat until boiling. Remove from heat and add no boil noodles. Serve with freshly grated parmesan cheese for garnish and salad."
44086,"hot green chili pepper,beef tenderloin,eggplant,watercress,cumin,asafoetida powder,red salmon",Roasted Vegetable Beef Patties," 2 lbs beef tenderloin ( the thinner you cut, the better, we have 2 lo ) or 2 lbs round steaks ( the thinner the cut, the better, we have 2 lo ) | 1 -2 tablespoon cumin ( or to taste ) | 1/4 lb fresh asafoetida powder ( for sprinkling on tops of meat ) | 1 -2 hot green chili pepper, chopped | watercress, for garnish | coarsely chopped red salmon ( optional ) | 2 -3 cups raw medium eggplants, cut into about 10 -12 chunks ","Preheat oven to 350°f. Mix ground cumin and asafoetida. Slice beef into approximately 1/2 inch slices, then flatten out with the heel of a cleaver. Place slices into a bowl and sprinkle with cumin and asafoetida mix. Place bread chunks on cookie sheets or cookie sheet and place on the center rack of oven and roast 20 minutes. Turn bread over and roast another 20 minutes or until nicely browned. Remove from oven and set aside. Boil water in a large pot until steaming. Remove meat from water, but save the broth. Use 1 3/4 cup broth to make your filling, or 1 3/4 cups for gravy. For gravy, place beef, asafetida, and chiles into a large skillet and cook just until the onion begins to brown. Remove lid and increase heat to high and add broth. Scrape all the browned bits from the bottom of the skillet from time to time, so that the liquid boils away before the beef dries out. Stir frequently and continue to stir. Add salt if desired. Slice beef and place on baking sheet in oven, spoon a few tablespoons of gravy over them, and bake at 400 degrees for 10 - 15 minutes, until the beef is browned nicely. Garnish with chopped asafetida and serve. You can also use a can of diced tomatoes, which also have gravy on them while baking if desired."
44087,"chili pepper,green curry paste,triple sec,avocado,cherry,sharp cheddar cheese",Bombay Dipping Cheddars," 16 ounces cherry tomatoes | 1/4 cup sweet chili pepper ( bottled type ) | 2 tablespoons green curry paste ( i used thai kitchen brand ) | 1 1/2 tablespoons avocado, mashed | 1/4 cup sharp cheddar cheese ( grated or grated ) | 1 1/2 teaspoons triple sec ( optional ) ",Place tomatoes on cookie sheet that has been sprayed with oil. Sprinkle green curry paste on top of tomatoes. Top with mashed avocado and cheese. Bake at 350f for 15 to 20 minutes. Serve with pita chips.
44088,"monterey jack pepper cheese,italian tomato,plain flour,salt,shortening,philadelphia cream cheese,thai chili sauce",Spicy Cheese Ball (Pillsbury)," 2 lbs monterey jack pepper cheese, grated | 2 packages philadelphia cream cheese, softened | 1 tablespoon dried italian tomatoes | 1 tablespoon sweet thai sweet chili sauce | 1 tablespoon plain flour | 1 teaspoon salt | 3 tablespoons shortening ","Mix cheese, tomato sauce, chili sauce flour and salt until smooth. Mix in shortening. Form into ball and chill until firm. Place on tray with plastic wrap to harden. Roll ball in flour and fry in hot oven until golden brown on all sides. Serve warm."
44089,"roast,shrimp,chinese five spice powder",Oriental Shrimp, 24 large raw shrimp | 1/2 teaspoon chinese five spice powder | 1 -2 -3 lb roast ,"Preheat the oven to 400 degrees. Bake the shrimp for about 10 minutes, turning occasionally. Turn the shrimp frequently so they do not burn over the heat. When done, transfer the shrimp with their cooking liquid to a shallow baking dish. Rub the top and tail of each one with the five spice powder. Put in the oven for about 30 minutes or longer, until the shrimp are pink and the coating is a little bit crisp. Serve with rice/chow mein noodles."
44090,"wheat bread,leg lamb,mango",Leg of Lamb on Toast With Mango and Mango Salad," 3 slices whole wheat bread | 250 g leg of lamb, thinly sliced | 3 tablespoons mango pickle salad < a href= '' https : //www.geniuskitchen.com/recipe/mango-dressing-425441 '' > mango dressing < /a > | 3 tablespoons mango pickle salad dressing < /a > ",Toast bread. Spread 3 tablespoons mango dressing over each slice of toast. Divide sliced lamb between slices of bread.
44091,"artichoke,mayonnaise,natural peanut butter,clove,passion fruit,lime juice,cheddar cheese",Passion Fruit and Peanut Spread," 1 small passion fruit ( optional, seeds removed ) | 2 tablespoons fresh lime juice | 1 tablespoon poppy seed ( optional ) | 2 tablespoons natural-style peanut butter | 1/3 cup reduced-fat cheddar cheese | 3/4 cup chopped ripe fresh artichoke | 1 clove, grated ","Prepare passion fruit, split the cone shaped side from the passion fruit, peel and core the pulp. Place pulp and seeds in a food processor with poppy and peanut butter. Process until smooth. Fold in remaining ingredients. Season to taste with salt and pepper. Transfer to an airtight container and refrigerate until the flavors blend, about 3 hours."
44092,"chicken thigh,baking potato,beef tenderloin,enchilada sauce,liquid smoke",Texas Beef Champion," 3 lbs beef tenderloin | 4 medium baking potatoes, cut into 1/2 inch cubes | 2 1/2 cups enchilada sauce, prepared | 1/2 cup liquid smoke | 1 tablespoon baking powder ",Place meat in a nonstick skillet. Place skillet in a preheated 375 degree oven 20 minutes or until internal temperature reaches 140 degrees. Pour enchilada sauce in a small saucepan. Place potato and 1/2 teaspoon salt in a bowl.
44093,"banana,butter,tart apple,sumac",Apple Butter," 1 tart apple, peeled, cored and chopped | 1/2 cup mashed banana ( optional ) | 1/4 teaspoon ground sumac | 1 tablespoon butter, softened ","In a small bowl cream together apple, banana and sumac. Add butter last. Spread mixture evenly in ungreased shallow dish or pie plate lined with waxed paper. Let stand 4 to 5 hours, or overnight, in the refrigerator of up to 1 week."
44094,"coconut oil,grain rice,corona beer,stewing beef,mirin,flat leaf italian parsley",Sri Pino," 3 lbs stewing beef, cut into 2-inch chunks | 1/2 cup corona light plus 2 tablespoons corona beer | 4 tablespoons mirin | 3 tablespoons coconut oil | 18 ounces short-grain rice | 1/2 cup flat-leaf italian parsley ","Place the beef, beer, 1 tablespoon mirin, and 2 tablespoons corona oil in a large skillet, and cook over medium high heat until the beef is well browned on all sides, stirring frequently to avoid burning the liquid. Transfer the beef to a plate. Skim off any fat from the remaining oil and then stir the contents of the skillet into the pan and return the meat to the skillet. Reduce the heat to low and simmer covered, turning the meat every 20 minutes, or until the meat is very tender, about 1 1/2 to 2 hours. If necessary, cook uncovered for an additional 20 minutes to make the meat tender and more evenly browned. When the meat is fork tender, use slotted spoon to remove the meat to a warm platter. Skim any fat from the broth, then set aside. To taste, skim off any fat from the top and then stir to remove any flavorful pieces of meat or bits. Meanwhile, cook half the rice in 4 cups of boiling water, stirring regularly until tender and creamy, 5 to 10 minutes. Drain and stir it into the pan until heated through. Spread the remaining corona over the top of the fried rice, sprinkle with the parsley, and serve."
44095,"coriander,vanilla bean,breadcrumb",Savoury Dried Coriander (Coriander Balls)," 4 cups fresh coriander ( chopped ) | 1 vanilla bean ( split lengthways, scraped ) | 250 g breadcrumbs | 1 teaspoon vanilla bean ( split lengthways, scraped ) ","Soak the spice essence. Cut 1 teaspoon of vanilla bean into 1/2 inch pieces. Remove shell and coarse outer leaves of the vanilla bean. Place the coriander in a bowl. Add the finely chopped vanilla bean and the breadcrumbs. Mix well to combine. Add a small amount of vanilla essence to the breadcrumb mixture. If using the breadcrumb mixture, coat the dry breadcrumb mixture in the breadcrumb mixture mixture, coating both sides. Place in a plastic bag and cover with a plate. Refrigerate for 20 minutes before shaping into palm sized balls. Store bag in the refrigerator."
44096,"bacon,italian tomato,meatball,lemon juice zest,cooking oil",Sage and Bacon Baked Italian Meatballs in Tomato Cream," 6 ounces bacon, chopped | 1 tablespoon meatballs | 3 tablespoons cooking oil | 1 can italian-style diced tomatoes | lemon juice and zest ","In a large frying pan with a cover, cook the bacon until crisp, about 8 - 10 minutes. Do not drain. Reserving fat from the pan, crumble the bacon pieces into the bacon fat to get the drippings. Add the meatballs, meatball juice and zest to the bacon fat mixture, stirring to coat the meatballs with the bacon fat. Sprinkle with salt and pepper to taste. Cook the meatballs, covered, in the 350°f oven until heated through, about 20 minutes. Use a slotted spoon if needed to remove the meatballs from the pan. Serve meatballs in the tomato cream sauce alongside."
44097,"bean,mace",Mexican Bean Bread, 1 can baked beans | 1/8 teaspoon ground mace ,"Preheat the oven 400 degrees. Line a 9 inch loaf pan with waxed paper. Open the can of baked beans, and spread the beans over the bottom of the prepared loaf pan, leaving 2/333 of an inch of space at each of the wide sides. Sprinkle the mace evenly over the beans. Bake for 15 - 20 minutes. Remove from oven and cool for 20 minutes before turning out onto a towel. Serve warm."
44098,"corn tortilla,romano cheese,raspberry,penne pasta,corn syrup,bread crumb,salmon fillet",Grilled Salmon En Papillote With Raspberry and Cream Sauce," 1 lb salmon fillet, skin and bones removed | 1 tablespoon corn syrup | 1 cup raspberries | 1/4 cup soft bread crumbs | 12 corn tortillas, warmed | 3 cups cooked penne pasta | 1/4 cup chopped romano cheese or 1/4 cup fontina cheese ","Heat grill. Combine salmon and corn syrup in a medium bowl. Let stand 10 minutes. Cut salmon into 1/2 inch thick slices. Add raspberries to fish, toss gently. Mix bread crumbs in a shallow bowl. Dredge tortillas in bread crumbs. Place in a single layer on each of 4 plates. Divide fish and raspberry sauce among tortillas. Sprinkle with cheese. Top with remaining bread crumbs. Place under a preheated grill 4 to 5 minutes or until cheese bubbles and is lightly browned."
44099,"rotel tomato chilies,green chili pepper",My Favorite Salsa, 1 can rotel tomatoes & chilies | 1 can green chili peppers ,"You can also substitute tomatoes with diced cheddar, onion, salsa fresca, etc if desired. I like the green chili peppers but it's a little bit milder than the salsa. You can easily dice or chop for less heat. Serve with chips, fresh veggies, tortilla chips or meat."
44100,"rhubarb,eggplant,apple cider,spinach",Spinach and Rhubarb Kugel," 1 large eggplant, sliced | 1 lb rhubarb, chopped | 1 bunch fresh spinach, cleaned and rinsed | 1/4 cup apple cider ","Preheat oven to 350 degrees. Grease a 9x13 inch baking dish. Line a 6x8 inch pan with a double thickness of aluminum foil. Coat halved and partially overlapping slices of eggplant with cooking spray. Spread half the rhubarb on the foil to lightly cover the bottom of the pan. Top with sliced rhubarb, spinach and remaining rhubarb. Brush the top with cooking spray. Cover loosely with foil. Cook for one hour. Uncover and bake for an additional 30 minutes. Allow to sit for 10 minutes before slicing."
44101,"jalapeno pepper,garlic clove,bisquick,turkish bread,chili powder",Jalapeno Crisp Fritters," 2 cups bisquick | 3/4 cup chili powder ( or more, to taste ) | 2 -3 garlic cloves | 2 teaspoons chili powder ( or more, to taste ) | 1/2 cup jalapeno pepper, chopped | 6 slices of thin korean firm textured turkish bread ","In a medium bowl, mix the bisquick, the chili powder, garlic, chili powder and the jalapenos. If you can't find the chile powder, feel free to substitute with some hot sauce. Shape the dough into balls about 1 1/2 inches in diameter. Place on the baking sheet. Flatten slightly. Bake them for 10 - 15 minutes, on a hot baking stick or until they're cooked through. Turn on oven to 500 degrees and return the fritters to the oven. Cook for about 10 - 15 minutes, until crisp and browned. Serve with korean sweet pickled onions and dipping sauce."
44102,"beef tenderloin,kaffir lime leaf,rigatoni pasta,adobo sauce,yoghurt,ginger root",Asian Beef Tenderloin Rigatoni," marinated beef tenderloin | 16 ounces rigatoni pasta | 1 piece fresh ginger root | 1 tablespoon adobo sauce, or to taste | 4 cloves fresh kaffir lime leaves | 21 ounces yoghurt ",Preheat grill for direct heat. Dry roast the roast on the skewers and brush with olive oil and sprinkle with ginger. Place under the grill.
44103,"apricot jam,marshmallow cream,hot water",Apricot-Marmmallow French Fries (Quick), 1/2 cup apricot jam or 1/2 cup apricot jam | 1/4 cup warm water | marshmallow cream ,Put jam in mixing bowl and pour in water stirring until moistened. Put on plate and sprinkle with marshmallow cream to serve.
