Sno,Random Ingredients,title,ingredients,instructions
63950,"white onion,star anise,yellow bell pepper",Roasted Yellow Peppers With Star Anise," 1 head white onions, unpeeled, halved through core and thinly sliced | 1 yellow bell pepper, halved through core, seeded and thinly sliced | 1 star anise, pierced ","Preheat oven to 450 degrees or an other moderately hot oven to 450 degrees f.  Mix onions and bell pepper together in an ovenproof baking dish.  Roast bell pepper halves, until skin is charred and blistered.  Remove from oven and transfer pepper slices to a plate.  Cover the veggies with a dampened paper towel or kitchen towels to sweat out the juices.  Cover dish and allow to rest about 20 minutes.  Remove the star anise.  Remove the roasted bell peppers from dish and pat dry with cloth.  Sprinkle lightly with salt.  Cut roasted peppers into 1/2 inches wide slabs."
63951,"thyme sprig,strawberry,sausage,purple onion,meat,sharp cheddar cheese,self raising flour,tzatziki",Sausage and Strawberry Tostrawberry Scones," 250 g sausage | 1 purple onion, peeled, roughly chopped | 1 container mixed mushrooms, sliced thinly, drained | 1/4 cup fresh thyme sprig, leaves picked | 1 teaspoon self-raising flour | 100 g sharp cheddar cheese, grated ( about 4 ounces ) | 100 g tzatziki | 3 strawberries, quartered and toasted, to serve ","Preheat oven to 190c/170c fan/180c medium.  Cook sausages, onion and mushrooms in a non stick frypan over medium high heat for 5 - 6 minutes or until just cooked.  Drain and set aside.  Combine thyme and flour in a large bowl and stir in cheddar and tzatziki.  Season to taste with salt and pepper.  Stir in the spinach just until wilted, then divide between 4 individual greased ovenproof sausages.  Scatter toasted strawberries over top and bake for 25 - 30 minutes, or until golden and crusty."
63952,"pistachio,frosting,peanut,sauce",Pistachios and Peanuts for Birthday, 250 g whole roasted peanuts | 1/2 cup good quality peanut butter | 3 drops hot sauce ( i use tabasco brand ) | frosting ,Mash peanuts finely with a fork.  Add peanut butter and blend with a little water to make an excellent consistency.  Mix hot sauce and hot pepper sauce for extra taste.  Spoon peanut mixture on warm cookies.
63953,"marjoram,chickpea,chili oil,hot chili pepper,mirin,cumin",Chickpeas (Watkins) With Chili Oil," 3 tablespoons fresh marjoram | 3 tablespoons fresh marjoram | 1 1/2 teaspoons cumin | 3 cans chickpeas, drained ( reserve liquid if using canned ) | 3 tablespoons mirin | 2 tablespoons chili oil | 1 -2 hot chili pepper, seeded and diced ","Wash and drain all the chickpeas, and reserve the liquid.  Place the marjoram, cumin, and cayenne or chili oil in a mortar, and pound to get a paste.  In a saucepan, add the chickpeas with reserved liquid, the mirin and 1 - 2 t.
    -Of the marjoram.  Over high heat, bring to a boil.  Reduce heat and simmer, covered, for 4 - 5 minutes.  Do not overcook or they will taste a bit mushy.  Add the remaining marjoram to the saucepan and turn off heat.  Immediately pour the chili oil over the chickpea mixture and stir to mix.  Let cool, stirring frequently, and tasting to adjust the seasonings if necessary.  Serve warm, or cold."
63954,"mace,beef rib,hot italian sausage,lemon juice zest,porcini mushroom,garlic granule,lime leaf",Mushroom Lemon Short Ribs," 1 package dried porcini mushrooms ( not reconstituted, they should be soft but tender when pressed ) | 1/2 cup hot italian sausage, crumbled | 3 tablespoons lemon juice, fresh | 3 garlic granules | 2 teaspoons mace, dried | 1 lemon, zest of | 4 -5 fresh lime leaves ","In a small bowl combine the cooked mushrooms with the sausage, and the remaining ingredients.  Rub the mixture on all sides of the ribs.  Heat a grill to medium heat or bbq to desired heat, brush with oil, cook in batches, and enjoy. ."
63955,"coffee,apple juice,fish,berry cranberry sauce,aubergine,kalamata olive",Cafe Pacifico Islands Smoothie," 200 ml apple juice | 400 ml fish, cubed | 125 g mixed berries ( e.
    -g.
    - cranberries and blackberries ) | 1 tablespoon kalamata olive, sliced | 1 tablespoon coffee, nibblets | 1 tablespoon 100 % pure instant aubergine, powder ","In a blender, add apple juice, fish and mixed berries, olive, coffee powder, aubergine powder and 1 tbsp pure instant aubergine powder."
63956,"green chili pepper,bread,bamboo shoot,olive oil,mozzarella cheese,sausage,tomato juice,black mustard seed",Chilli Fish Melt," 6 firm sasine tomatoes ( or canned diced tomatoes ) | 4 slices bread ( not crusty if you can't find crusty bread ) | 1/2 cup tomato juice | 1 pinch black mustard seeds | 1 green chili pepper | 1 teaspoon olive oil ( optional ) | 200 g smoked sausage, cut into squares ( chorizo ) | 200 g mozzarella cheese, cut into chunks ","Place chopped tomato, bread slices, juice and mustard seeds in a large saucepan.  Bring to boil, reduce heat and simmer approx 5 minutes, or until bread has puffed up and has absorbed all the liquid.  Stir in chili, heat for a further 60 seconds.  Remove from heat.  If using chorizo, break into chunks and fry in olive oil until it changes colour.  Add sausage, cook for 30 seconds or so, breaking up the sausage pieces until they are hot and cooked but not cooked through.  Add sauce and heat thoroughly.  Cut tomatoes into thick slices.  Place in a heat proof bowl and top with a slice of mozzarella, then the tomato and then the chorizo mixture and finish with the last piece of mozzarella.  Serve hot with steamed greens."
63957,"heirloom tomato,cinnamon,rye bread,cremini mushroom,mustard powder",Heirloom Tomatoes & Shiitake Mushrooms," 6 large heirloom tomatoes, cored and cut in half | 1/3 cup cremini mushrooms, sliced | 1 tablespoon mustard powder | 1/2 teaspoon cinnamon | 1/2 cup rye bread, crumbs ",Preheat oven to 450°f.  Place the tomatoes halves on a foil lined baking sheet and drizzle with remaining ingredients.  Bake for 18 minutes or until bread is crisp and the tomatoes are tender.
63958,"chunky salsa,egg",Mexican Brunch Eggs," 6 eggs, beaten | chunky salsa ( the hotter the salsa, the spicier the egg yolks if you want ) ","Put 2 tbsp of salsa in a small fry pan, heat on medium high until warm.  Add the beaten egg then turn the heat down to medium.  If the eggs start to run, add more salsa.  Cook for about 5 minutes until it begins to set up on the bottom.  If it's still runny, add a little more salsa.  Serve with your favorite mexican toppings, such as sour cream, cheddar cheese, salsa, etc."
63959,"rotini pasta,vine tomato,mayonnaise,chipotle pepper adobo sauce,gingerroot,ginger ale,egg white",Chipotle-Pepper Pasta Salad," 2 lbs rotini pasta or 2 lbs rigatoni pasta | 2/3 cup mayonnaise | 2 tablespoons fresh gingerale, minced | 2 tablespoons chipotle peppers in adobo sauce | 1 tablespoon fresh gingerroot, minced | 1 tablespoon canned chipotle pepper in adobo sauce | 1 quart canned low fat pickled ginger ale | 1 teaspoon vinegar ( tomato-flavored, if desired ) | 2 egg whites, lightly beaten ","Cook pasta in large pot of boiling water until al dente.  Drain.  In large mixing bowl, combine mayonnaise, ginger ale, gingerale, chipoltes and gingerroot.  Add pasta and toss to combine.  In small bowl, combine red pepper, gingerale, vinegar and eggwhites.  Sprinkle over pasta mixture.  Chill, covered, for at least 2 hours before serving."
63960,"achiote oil,chicken bouillon granule",Chile De Achiote (Almond Sauce), 2 tablespoons ground achiote oil | 1/4 teaspoon chicken bouillon granules ,Bring the achiote oil to a boil in a medium skillet over medium heat.  Stir in the chicken bouillon granules and reduce the heat to low.
63961,"ancho chile powder,garam masala,thai red curry paste,yellow bell pepper,coriander powder",Simple Red Curry With Roasted Bell Peppers," 2 tablespoons yellow bell peppers, finely diced | 1 tablespoon chopped coriander powder | 1 tablespoon garam masala | 1 1/2 tablespoons ground ancho chile powder | 6 tablespoons thai red curry paste ","Mix together red curry paste, paprika, chile powder, and coriander.  Pour into a medium frying pan over medium heat.  Turn stove to high, add bell pepper, and toss for about 5 minutes, or until all vegetables have turned a nice red shade of pink.  You may need to rotate your pan occasionally so that the peppers cook evenly.  Turn off heat completely, and stir until all vegetables are coated with curry mixture."
63962,"pecan,coffee,virgin olive oil,white hominy,liquid smoke,almond",Holiday Posole," 1 small whole almond | 2 tablespoons virgin olive oil | 3 cans white hominy, drained | 2 tablespoons ground coffee | 1/4 cup slivered pecans | 1/4 cup liquid smoke ( optional ) ","Preheat oven to 350 degrees f.  Cut almond slivers into halves or thirds and toss with olive oil.  Place almonds in a shallow 9x13 inch baking pan.  Bake until light brown, about 5 minutes.  Set almonds aside and leave oven on.  Heat butter and the liquid smoke in a medium saucepan over medium heat, stirring until melted and warm.  Add canned hominy."
63963,"taco seasoning,cilantro,sherry",Crock Pot Salsa," 32 ounces salsa or 32 ounces salsa verde, mild | 1 envelope taco seasoning | 2 tablespoons sherry ",Combine salsa and seasoning in crock pot.  Cook on low for 8 hours.  Serve with tortilla chips.
63964,"tofu,rosemary leaf,vegetable bouillon cube",Rosemary Roasted Tofu," 1/2 lb firm tofu, cut in thick slices ","Prepare oven by placing the tofu on a sheet or parchment and placing tofu on top of the stove.  Turn on stove to medium high and roast tofu for 1 to 1 1/2 minutes per side, until golden brown and tender."
63965,"red chilies,flour tortilla,wheat bread crumb,shiitake mushroom",Mushroom Toast," 4 teaspoons dried red chilies, crumbled | 1 tablespoon shiitake mushroom, finely chopped | 1 cup wheat bread crumbs | 8 flour tortillas, warmed ","In small bowl, stir together chilies, mushrooms and bread crumbs.  Using about 1 tablespoon of filling per tortilla, spread onto each tortilla and roll up."
63966,"green grape,lettuce leaf,almond meal,za'atar spice mix",Za'atar Salad, 1 green grape | 2 tablespoons blanched almond meal | 1 teaspoon za'atar spice mix | 1 leaf lettuce leaf ,"Slice the grapes and place them in a bowl, along with 2 tbsp blanched almonds.  Sprinkle za'atar on top.  Combine lettuce leaf with greens."
63967,"radish,white wine vinegar",Radish and Radish Salad, radish ( trimmed ) | white wine vinegar ,"Rinse the radishes and wash them well.  Place them in a saucepan with the vinegar and a teaspoon of salt, cover and simmer gently until cooked.  Chill and serve right away."
63968,"red cabbage,asafoetida powder,soda water",Hot and Sour Cabbage," 1/2 bunch fresh red cabbage or 1/2 bunch fresh green cabbage ( about 1 to 1 1/2 lbs.
    - ) | soda water, for washing the colander ( or salt, but i prefer salted ) | 1 pinch asafoetida powder ","First clean the cabbage and remove the white portion into a bowl.  Cut the cabbage into small pieces and toss it in the bowl.  Sprinkle a dash of asafetida on top.  Let it marinate for 1 to 6 hours but no longer.  Drain the excess liquid off the cabbage pieces and place them in the colander.  Sprinkle salt around the cabbage and let it sit for 5 - 10 minutes.  If you are using a colander, it should sit for 10 minutes, as the liquid from the cabbage might be in it and be absorbed by the cabbage.  Sprinkle water on top and gently stir so that the bottom of the corander doesn't burn or break over into the cabbage, which should also be soft.  Serve the cabbage warm."
63969,"ginger garlic paste,chili paste,butter,chicken breast,navy bean,coriander powder,celery salt,pasta shell",Baked Pasta Nairobi," 500 g small pasta shells | 1 kg boneless skinless chicken breast | 4 stalks celery and leaves, chopped | 200 g navy beans, drained | 2 tablespoons butter | 3 tablespoons hot chili paste | 1 1/2 tablespoons ginger-garlic paste | 1 1/2 teaspoons cilantro powder ","Place the chicken in a pot with water and cook on high for 10 minutes.  Add all other ingredients and bring to boil.  Reduce the heat and simmer, covered, for 1 to 2 hours.  Meanwhile, cook the pasta in large pot of boiling water.  Drain the pasta and return it to the pot with the chicken and its liquid.  Add hot peppers and seasoning and warm through.  Add a little fresh coriander if your dish tastes too spicy.  Serve with plain white rice."
63970,"london broil beef,beef stew meat,apricot marmalade,chicken bouillon cube,saffron,vegetable oil cooking spray,thai chile",Quick & Easy Beef Satay," 1/2 lb london broil beef, trimmed of all visible fat | 1 chicken bouillon cube | 1/2 - 3/4 cup apricot marmalade ( good quality brand ) | 3 -4 tablespoons vegetable oil or 3 -4 tablespoons light olive oil | 1 tablespoon saffron, coarsely crushed ( or saffron infused with 1 teaspoon hot pepper flakes ) | 2 -3 thai chiles, seeded and sliced ( optional ) | 1 package of crumbled quick-cooking wooden skewers ","Cut beef lengthwise into long thin strips.  Combine broth cube, apricot sauce, and oil in bowl.  Add beef strips."
